Competition	Year	Round	Home	Away
NRL	2014	1	Rabbitohs	Roosters
NRL	2014	1	Bulldogs	Broncos
NRL	2014	1	Panthers	Knights
NRL	2014	1	Sea Eagles	Storm
NRL	2014	1	Cowboys	Raiders
NRL	2014	1	Dragons	Wests Tigers
NRL	2014	1	Eels	Warriors
NRL	2014	1	Sharks	Titans
NRL	2014	2	Sea Eagles	Rabbitohs
NRL	2014	2	Broncos	Cowboys
NRL	2014	2	Warriors	Dragons
NRL	2014	2	Storm	Panthers
NRL	2014	2	Roosters	Eels
NRL	2014	2	Titans	Wests Tigers
NRL	2014	2	Knights	Raiders
NRL	2014	2	Bulldogs	Sharks
NRL	2014	3	Wests Tigers	Rabbitohs
NRL	2014	3	Broncos	Roosters
NRL	2014	3	Panthers	Bulldogs
NRL	2014	3	Sharks	Dragons
NRL	2014	3	Cowboys	Warriors
NRL	2014	3	Sea Eagles	Eels
NRL	2014	3	Raiders	Titans
NRL	2014	3	Storm	Knights
NRL	2014	4	Roosters	Sea Eagles
NRL	2014	4	Dragons	Broncos
NRL	2014	4	Warriors	Wests Tigers
NRL	2014	4	Eels	Panthers
NRL	2014	4	Bulldogs	Storm
NRL	2014	4	Rabbitohs	Raiders
NRL	2014	4	Knights	Sharks
NRL	2014	4	Titans	Cowboys
NRL	2014	5	Roosters	Bulldogs
NRL	2014	5	Broncos	Eels
NRL	2014	5	Sharks	Warriors
NRL	2014	5	Panthers	Raiders
NRL	2014	5	Dragons	Rabbitohs
NRL	2014	5	Storm	Titans
NRL	2014	5	Wests Tigers	Sea Eagles
NRL	2014	5	Cowboys	Knights
NRL	2014	6	Panthers	Rabbitohs
NRL	2014	6	Titans	Broncos
NRL	2014	6	Raiders	Knights
NRL	2014	6	Eels	Roosters
NRL	2014	6	Wests Tigers	Cowboys
NRL	2014	6	Warriors	Bulldogs
NRL	2014	6	Sea Eagles	Sharks
NRL	2014	6	Storm	Dragons
NRL	2014	7	Rabbitohs	Bulldogs
NRL	2014	7	Knights	Broncos
NRL	2014	7	Sea Eagles	Cowboys
NRL	2014	7	Dragons	Warriors
NRL	2014	7	Sharks	Roosters
NRL	2014	7	Raiders	Storm
NRL	2014	7	Eels	Wests Tigers
NRL	2014	7	Panthers	Titans
NRL	2014	8	Dragons	Roosters
NRL	2014	8	Storm	Warriors
NRL	2014	8	Broncos	Rabbitohs
NRL	2014	8	Sharks	Panthers
NRL	2014	8	Cowboys	Eels
NRL	2014	8	Bulldogs	Knights
NRL	2014	8	Sea Eagles	Raiders
NRL	2014	8	Wests Tigers	Titans
NRL	2014	9	Roosters	Wests Tigers
NRL	2014	9	Cowboys	Broncos
NRL	2014	9	Warriors	Raiders
NRL	2014	9	Titans	Rabbitohs
NRL	2014	9	Storm	Sea Eagles
NRL	2014	9	Knights	Panthers
NRL	2014	9	Dragons	Bulldogs
NRL	2014	9	Eels	Sharks
NRL	2014	10	Rabbitohs	Storm
NRL	2014	10	Broncos	Titans
NRL	2014	10	Eels	Dragons
NRL	2014	10	Sharks	Wests Tigers
NRL	2014	10	Cowboys	Roosters
NRL	2014	10	Raiders	Panthers
NRL	2014	10	Bulldogs	Warriors
NRL	2014	10	Sea Eagles	Knights
NRL	2014	11	Bulldogs	Roosters
NRL	2014	11	Titans	Warriors
NRL	2014	11	Wests Tigers	Broncos
NRL	2014	11	Raiders	Cowboys
NRL	2014	11	Sharks	Rabbitohs
NRL	2014	12	Panthers	Eels
NRL	2014	12	Roosters	Raiders
NRL	2014	12	Cowboys	Storm
NRL	2014	12	Warriors	Knights
NRL	2014	12	Broncos	Sea Eagles
NRL	2014	12	Rabbitohs	Dragons
NRL	2014	13	Sea Eagles	Bulldogs
NRL	2014	13	Eels	Cowboys
NRL	2014	13	Titans	Panthers
NRL	2014	13	Dragons	Sharks
NRL	2014	13	Rabbitohs	Warriors
NRL	2014	13	Knights	Wests Tigers
NRL	2014	13	Storm	Roosters
NRL	2014	13	Raiders	Broncos
NRL	2014	14	Rabbitohs	Wests Tigers
NRL	2014	14	Panthers	Dragons
NRL	2014	14	Roosters	Knights
NRL	2014	14	Bulldogs	Eels
NRL	2014	14	Titans	Storm
NRL	2014	15	Raiders	Bulldogs
NRL	2014	15	Warriors	Broncos
NRL	2014	15	Sharks	Sea Eagles
NRL	2014	15	Storm	Eels
NRL	2014	15	Titans	Dragons
NRL	2014	15	Knights	Cowboys
NRL	2014	16	Sea Eagles	Roosters
NRL	2014	16	Broncos	Sharks
NRL	2014	16	Wests Tigers	Raiders
NRL	2014	16	Cowboys	Rabbitohs
NRL	2014	16	Warriors	Panthers
NRL	2014	16	Eels	Knights
NRL	2014	16	Dragons	Storm
NRL	2014	17	Bulldogs	Sea Eagles
NRL	2014	17	Dragons	Cowboys
NRL	2014	17	Roosters	Sharks
NRL	2014	17	Wests Tigers	Panthers
NRL	2014	17	Rabbitohs	Titans
NRL	2014	18	Sea Eagles	Wests Tigers
NRL	2014	18	Warriors	Eels
NRL	2014	18	Storm	Bulldogs
NRL	2014	18	Titans	Raiders
NRL	2014	18	Sharks	Knights
NRL	2014	18	Panthers	Broncos
NRL	2014	19	Sharks	Cowboys
NRL	2014	19	Eels	Rabbitohs
NRL	2014	19	Roosters	Panthers
NRL	2014	19	Storm	Raiders
NRL	2014	19	Broncos	Warriors
NRL	2014	19	Knights	Titans
NRL	2014	19	Wests Tigers	Bulldogs
NRL	2014	19	Dragons	Sea Eagles
NRL	2014	20	Knights	Roosters
NRL	2014	20	Broncos	Storm
NRL	2014	20	Panthers	Sharks
NRL	2014	20	Titans	Eels
NRL	2014	20	Bulldogs	Cowboys
NRL	2014	20	Warriors	Sea Eagles
NRL	2014	20	Wests Tigers	Dragons
NRL	2014	20	Raiders	Rabbitohs
NRL	2014	21	Sea Eagles	Broncos
NRL	2014	21	Bulldogs	Panthers
NRL	2014	21	Sharks	Eels
NRL	2014	21	Cowboys	Titans
NRL	2014	21	Roosters	Dragons
NRL	2014	21	Raiders	Warriors
NRL	2014	21	Rabbitohs	Knights
NRL	2014	21	Wests Tigers	Storm
NRL	2014	22	Rabbitohs	Sea Eagles
NRL	2014	22	Broncos	Bulldogs
NRL	2014	22	Knights	Storm
NRL	2014	22	Cowboys	Wests Tigers
NRL	2014	22	Eels	Raiders
NRL	2014	22	Warriors	Sharks
NRL	2014	22	Dragons	Panthers
NRL	2014	22	Roosters	Titans
NRL	2014	23	Rabbitohs	Broncos
NRL	2014	23	Eels	Bulldogs
NRL	2014	23	Raiders	Dragons
NRL	2014	23	Storm	Sharks
NRL	2014	23	Wests Tigers	Roosters
NRL	2014	23	Knights	Warriors
NRL	2014	23	Titans	Sea Eagles
NRL	2014	23	Panthers	Cowboys
NRL	2014	24	Bulldogs	Wests Tigers
NRL	2014	24	Eels	Sea Eagles
NRL	2014	24	Broncos	Knights
NRL	2014	24	Rabbitohs	Cowboys
NRL	2014	24	Warriors	Roosters
NRL	2014	24	Sharks	Raiders
NRL	2014	24	Dragons	Titans
NRL	2014	24	Panthers	Storm
NRL	2014	25	Bulldogs	Rabbitohs
NRL	2014	25	Broncos	Dragons
NRL	2014	25	Knights	Eels
NRL	2014	25	Raiders	Wests Tigers
NRL	2014	25	Roosters	Storm
NRL	2014	25	Warriors	Titans
NRL	2014	25	Sea Eagles	Panthers
NRL	2014	25	Cowboys	Sharks
NRL	2014	26	Roosters	Rabbitohs
NRL	2014	26	Storm	Broncos
NRL	2014	26	Wests Tigers	Sharks
NRL	2014	26	Raiders	Eels
NRL	2014	26	Cowboys	Sea Eagles
NRL	2014	26	Knights	Dragons
NRL	2014	26	Titans	Bulldogs
NRL	2014	26	Panthers	Warriors
NRL	2014	finals-week-1	Sea Eagles	Rabbitohs
NRL	2014	finals-week-1	Roosters	Panthers
NRL	2014	finals-week-1	Cowboys	Broncos
NRL	2014	finals-week-1	Storm	Bulldogs
NRL	2014	finals-week-2	Roosters	Cowboys
NRL	2014	finals-week-2	Sea Eagles	Bulldogs
NRL	2014	finals-week-3	Rabbitohs	Roosters
NRL	2014	finals-week-3	Panthers	Bulldogs
NRL	2014	grand-final	Rabbitohs	Bulldogs
NRL	2015	1	Broncos	Rabbitohs
NRL	2015	1	Eels	Sea Eagles
NRL	2015	1	Knights	Warriors
NRL	2015	1	Titans	Wests Tigers
NRL	2015	1	Cowboys	Roosters
NRL	2015	1	Panthers	Bulldogs
NRL	2015	1	Sharks	Raiders
NRL	2015	1	Dragons	Storm
NRL	2015	2	Bulldogs	Eels
NRL	2015	2	Sharks	Broncos
NRL	2015	2	Panthers	Titans
NRL	2015	2	Sea Eagles	Storm
NRL	2015	2	Cowboys	Knights
NRL	2015	2	Rabbitohs	Roosters
NRL	2015	2	Raiders	Warriors
NRL	2015	2	Wests Tigers	Dragons
NRL	2015	3	Sea Eagles	Bulldogs
NRL	2015	3	Broncos	Cowboys
NRL	2015	3	Warriors	Eels
NRL	2015	3	Raiders	Dragons
NRL	2015	3	Storm	Sharks
NRL	2015	3	Rabbitohs	Wests Tigers
NRL	2015	3	Titans	Knights
NRL	2015	3	Roosters	Panthers
NRL	2015	4	Eels	Rabbitohs
NRL	2015	4	Wests Tigers	Bulldogs
NRL	2015	4	Knights	Panthers
NRL	2015	4	Sharks	Titans
NRL	2015	4	Dragons	Sea Eagles
NRL	2015	4	Warriors	Broncos
NRL	2015	4	Roosters	Raiders
NRL	2015	4	Cowboys	Storm
NRL	2015	5	Bulldogs	Rabbitohs
NRL	2015	5	Titans	Broncos
NRL	2015	5	Sea Eagles	Raiders
NRL	2015	5	Knights	Dragons
NRL	2015	5	Roosters	Sharks
NRL	2015	5	Eels	Wests Tigers
NRL	2015	5	Storm	Warriors
NRL	2015	5	Panthers	Cowboys
NRL	2015	6	Broncos	Roosters
NRL	2015	6	Sharks	Knights
NRL	2015	6	Eels	Titans
NRL	2015	6	Warriors	Wests Tigers
NRL	2015	6	Panthers	Sea Eagles
NRL	2015	6	Raiders	Storm
NRL	2015	6	Dragons	Bulldogs
NRL	2015	6	Rabbitohs	Cowboys
NRL	2015	7	Bulldogs	Sea Eagles
NRL	2015	7	Dragons	Broncos
NRL	2015	7	Titans	Panthers
NRL	2015	7	Cowboys	Warriors
NRL	2015	7	Storm	Roosters
NRL	2015	7	Wests Tigers	Raiders
NRL	2015	7	Knights	Eels
NRL	2015	7	Sharks	Rabbitohs
NRL	2015	8	Bulldogs	Wests Tigers
NRL	2015	8	Warriors	Titans
NRL	2015	8	Knights	Cowboys
NRL	2015	8	Roosters	Dragons
NRL	2015	8	Storm	Sea Eagles
NRL	2015	8	Broncos	Eels
NRL	2015	8	Panthers	Sharks
NRL	2015	8	Rabbitohs	Raiders
NRL	2015	9	Broncos	Panthers
NRL	2015	9	Roosters	Wests Tigers
NRL	2015	9	Raiders	Titans
NRL	2015	9	Sharks	Warriors
NRL	2015	9	Cowboys	Bulldogs
NRL	2015	9	Sea Eagles	Knights
NRL	2015	9	Eels	Storm
NRL	2015	9	Rabbitohs	Dragons
NRL	2015	10	Bulldogs	Roosters
NRL	2015	10	Cowboys	Broncos
NRL	2015	10	Eels	Warriors
NRL	2015	10	Titans	Sharks
NRL	2015	10	Storm	Rabbitohs
NRL	2015	10	Dragons	Raiders
NRL	2015	10	Knights	Wests Tigers
NRL	2015	10	Sea Eagles	Panthers
NRL	2015	11	Rabbitohs	Eels
NRL	2015	11	Wests Tigers	Cowboys
NRL	2015	11	Raiders	Bulldogs
NRL	2015	11	Knights	Broncos
NRL	2015	12	Panthers	Eels
NRL	2015	12	Titans	Rabbitohs
NRL	2015	12	Raiders	Broncos
NRL	2015	12	Cowboys	Sea Eagles
NRL	2015	12	Warriors	Knights
NRL	2015	12	Dragons	Sharks
NRL	2015	12	Roosters	Storm
NRL	2015	13	Broncos	Sea Eagles
NRL	2015	13	Wests Tigers	Titans
NRL	2015	13	Knights	Raiders
NRL	2015	13	Rabbitohs	Warriors
NRL	2015	13	Panthers	Storm
NRL	2015	13	Sharks	Roosters
NRL	2015	13	Bulldogs	Dragons
NRL	2015	13	Eels	Cowboys
NRL	2015	14	Wests Tigers	Rabbitohs
NRL	2015	14	Warriors	Roosters
NRL	2015	14	Titans	Bulldogs
NRL	2015	14	Storm	Eels
NRL	2015	15	Sea Eagles	Wests Tigers
NRL	2015	15	Raiders	Cowboys
NRL	2015	15	Titans	Warriors
NRL	2015	15	Bulldogs	Panthers
NRL	2015	15	Knights	Sharks
NRL	2015	15	Storm	Broncos
NRL	2015	15	Dragons	Roosters
NRL	2015	16	Broncos	Knights
NRL	2015	16	Rabbitohs	Sea Eagles
NRL	2015	16	Warriors	Raiders
NRL	2015	16	Cowboys	Sharks
NRL	2015	16	Eels	Dragons
NRL	2015	16	Roosters	Titans
NRL	2015	16	Wests Tigers	Panthers
NRL	2015	16	Bulldogs	Storm
NRL	2015	17	Panthers	Rabbitohs
NRL	2015	17	Dragons	Cowboys
NRL	2015	17	Sea Eagles	Sharks
NRL	2015	17	Wests Tigers	Eels
NRL	2015	18	Raiders	Knights
NRL	2015	18	Panthers	Roosters
NRL	2015	18	Bulldogs	Broncos
NRL	2015	18	Warriors	Storm
NRL	2015	18	Sharks	Dragons
NRL	2015	18	Titans	Sea Eagles
NRL	2015	19	Eels	Bulldogs
NRL	2015	19	Storm	Panthers
NRL	2015	19	Raiders	Sharks
NRL	2015	19	Knights	Titans
NRL	2015	19	Dragons	Rabbitohs
NRL	2015	19	Roosters	Warriors
NRL	2015	19	Broncos	Wests Tigers
NRL	2015	19	Sea Eagles	Cowboys
NRL	2015	20	Broncos	Titans
NRL	2015	20	Wests Tigers	Roosters
NRL	2015	20	Warriors	Sea Eagles
NRL	2015	20	Storm	Dragons
NRL	2015	20	Rabbitohs	Knights
NRL	2015	20	Panthers	Raiders
NRL	2015	20	Bulldogs	Sharks
NRL	2015	20	Cowboys	Eels
NRL	2015	21	Roosters	Bulldogs
NRL	2015	21	Wests Tigers	Storm
NRL	2015	21	Warriors	Sharks
NRL	2015	21	Cowboys	Raiders
NRL	2015	21	Sea Eagles	Broncos
NRL	2015	21	Dragons	Knights
NRL	2015	21	Rabbitohs	Panthers
NRL	2015	21	Titans	Eels
NRL	2015	22	Broncos	Bulldogs
NRL	2015	22	Sea Eagles	Rabbitohs
NRL	2015	22	Warriors	Dragons
NRL	2015	22	Sharks	Cowboys
NRL	2015	22	Eels	Panthers
NRL	2015	22	Storm	Titans
NRL	2015	22	Knights	Roosters
NRL	2015	22	Raiders	Wests Tigers
NRL	2015	23	Cowboys	Rabbitohs
NRL	2015	23	Broncos	Dragons
NRL	2015	23	Wests Tigers	Knights
NRL	2015	23	Panthers	Warriors
NRL	2015	23	Roosters	Eels
NRL	2015	23	Raiders	Sea Eagles
NRL	2015	23	Bulldogs	Titans
NRL	2015	23	Sharks	Storm
NRL	2015	24	Dragons	Panthers
NRL	2015	24	Rabbitohs	Bulldogs
NRL	2015	24	Sharks	Wests Tigers
NRL	2015	24	Warriors	Cowboys
NRL	2015	24	Roosters	Broncos
NRL	2015	24	Titans	Raiders
NRL	2015	24	Sea Eagles	Eels
NRL	2015	24	Storm	Knights
NRL	2015	25	Rabbitohs	Broncos
NRL	2015	25	Sea Eagles	Roosters
NRL	2015	25	Eels	Sharks
NRL	2015	25	Knights	Bulldogs
NRL	2015	25	Storm	Cowboys
NRL	2015	25	Wests Tigers	Warriors
NRL	2015	25	Titans	Dragons
NRL	2015	25	Raiders	Panthers
NRL	2015	26	Broncos	Storm
NRL	2015	26	Roosters	Rabbitohs
NRL	2015	26	Panthers	Knights
NRL	2015	26	Dragons	Wests Tigers
NRL	2015	26	Cowboys	Titans
NRL	2015	26	Eels	Raiders
NRL	2015	26	Sharks	Sea Eagles
NRL	2015	26	Bulldogs	Warriors
NRL	2015	finals-week-1	Roosters	Storm
NRL	2015	finals-week-1	Bulldogs	Dragons
NRL	2015	finals-week-1	Broncos	Cowboys
NRL	2015	finals-week-1	Sharks	Rabbitohs
NRL	2015	finals-week-2	Roosters	Bulldogs
NRL	2015	finals-week-2	Cowboys	Sharks
NRL	2015	finals-week-3	Broncos	Roosters
NRL	2015	finals-week-3	Storm	Cowboys
NRL	2015	grand-final	Broncos	Cowboys
NRL	2016	1	Eels	Broncos
NRL	2016	1	Sea Eagles	Bulldogs
NRL	2016	1	Raiders	Panthers
NRL	2016	1	Wests Tigers	Warriors
NRL	2016	1	Cowboys	Sharks
NRL	2016	1	Roosters	Rabbitohs
NRL	2016	1	Titans	Knights
NRL	2016	1	Storm	Dragons
NRL	2016	2	Panthers	Bulldogs
NRL	2016	2	Broncos	Warriors
NRL	2016	2	Raiders	Roosters
NRL	2016	2	Rabbitohs	Knights
NRL	2016	2	Eels	Cowboys
NRL	2016	2	Sharks	Dragons
NRL	2016	2	Storm	Titans
NRL	2016	2	Wests Tigers	Sea Eagles
NRL	2016	3	Cowboys	Roosters
NRL	2016	3	Bulldogs	Eels
NRL	2016	3	Knights	Raiders
NRL	2016	3	Panthers	Broncos
NRL	2016	3	Titans	Wests Tigers
NRL	2016	3	Warriors	Storm
NRL	2016	3	Dragons	Rabbitohs
NRL	2016	3	Sea Eagles	Sharks
NRL	2016	4	Rabbitohs	Bulldogs
NRL	2016	4	Broncos	Cowboys
NRL	2016	4	Raiders	Titans
NRL	2016	4	Roosters	Sea Eagles
NRL	2016	4	Dragons	Panthers
NRL	2016	4	Warriors	Knights
NRL	2016	4	Wests Tigers	Eels
NRL	2016	4	Sharks	Storm
